iter	Logloss
220	0.2235777747
221	0.222921981
222	0.2222570046
223	0.2218372502
224	0.2210285541
225	0.2204658076
226	0.2197479366
227	0.2191380373
228	0.2183815474
229	0.2178649509
230	0.2172558775
231	0.2164841485
232	0.2158957019
233	0.2153100083
234	0.214921617
235	0.2145532824
236	0.2139846173
237	0.2133808136
238	0.212712809
239	0.2122177439
240	0.2116948551
241	0.211161348
242	0.2107482399
243	0.2102899453
244	0.2098912505
245	0.209292225
246	0.2087556505
247	0.2083197918
248	0.2077346094
249	0.2070583068
250	0.2066501539
251	0.2059835847
252	0.2055465856
253	0.2051041397
254	0.2047376731
255	0.2041656258
256	0.2036067923
257	0.2031804508
258	0.2024769341
259	0.2021097793
260	0.2016752184
261	0.201075957
262	0.2005504333
263	0.2001217518
264	0.1996629459
265	0.1992326717
266	0.1986051147
267	0.1980433906
268	0.1977847974
269	0.1975227041
270	0.1973959539
271	0.1969265299
272	0.1962691238
273	0.1957201614
274	0.1952354195
275	0.1947262951
276	0.1943554829
277	0.1937697696
278	0.1934604055
279	0.1930191197
280	0.1927574984
281	0.1921079183
282	0.1916672618
283	0.1913016801
284	0.1909783943
285	0.1904700958
286	0.1902175982
287	0.1897941471
288	0.1892080799
289	0.1889307474
290	0.1883954904
291	0.1880629825
292	0.187672094
293	0.1873390355
294	0.1870151598
295	0.1867048323
296	0.1863813892
297	0.1861457431
298	0.1856887463
299	0.1854300351
300	0.1849127897
301	0.1846861102
302	0.184231355
303	0.1839058473
304	0.183496023
305	0.1832507419
306	0.1827469069
307	0.1824293628
308	0.181930778
309	0.1817116492
310	0.1812440145
311	0.180763284
312	0.1805696389
313	0.1802759072
314	0.1801108724
315	0.1798440599
316	0.1793820883
317	0.1790407712
318	0.1785030955
319	0.178110457
320	0.1778218574
321	0.1774635315
322	0.1770674322
323	0.1766588073
324	0.1759794176
325	0.1757241672
326	0.1754432757
327	0.1750405498
328	0.1747430231
329	0.1744960903
330	0.1742174601
331	0.1738075964
332	0.1735501633
333	0.173112653
334	0.1727942634
335	0.1724800818
336	0.1722753073
337	0.1718079085
338	0.1712957952
339	0.1709444105
340	0.1705288838
341	0.1700280376
342	0.1696619643
343	0.1693446366
344	0.1690667143
345	0.1687727269
346	0.1686513055
347	0.1683180111
348	0.1680681681
349	0.1679186477
350	0.1675569397
351	0.1673360215
352	0.1670382785
353	0.1666104818
354	0.1663065645
355	0.1660153497
356	0.1657233091
357	0.1653533228
358	0.1650441357
359	0.1647496568
360	0.1642751006
361	0.1639928621
362	0.1638704674
363	0.1635014151
364	0.1631735182
365	0.162927254
366	0.1625062117
367	0.1623144248
368	0.1620327271
369	0.1617123909
370	0.1614169386
371	0.1612235394
372	0.1606471858
373	0.1604796537
374	0.1600827286
375	0.1598107643
376	0.1595876241
377	0.1592119355
378	0.158814853
379	0.1583335719
380	0.1580940522
381	0.1578863871
382	0.1574498599
383	0.1570800113
384	0.1567889046
385	0.1565617237
386	0.1564087032
387	0.1559614791
388	0.1556995235
389	0.1552825122
390	0.1548539781
391	0.1544203611
392	0.1540394813
393	0.1537545686
394	0.1535599699
395	0.1531259202
396	0.1527111997
397	0.1521737207
398	0.1518069297
399	0.1514685818
400	0.1512921127
401	0.1509300016
402	0.1506543012
403	0.1500340098
404	0.149676903
405	0.1494546674
406	0.1491688207
407	0.1489925679
408	0.1487082845
409	0.1482237786
410	0.1478953706
411	0.1476320975
412	0.1474537997
413	0.1472363521
414	0.1470544658
415	0.1468001985
416	0.1465419101
417	0.1461508446
418	0.1460074002
419	0.1457650588
420	0.1455080878
421	0.1451101205
422	0.1448085136
423	0.1445291952
424	0.1443222675
425	0.14420237
426	0.1438936057
427	0.1436375883
428	0.1434227953
429	0.1431778288
430	0.1429950183
431	0.1426225938
432	0.1425066289
433	0.1421897141
434	0.1418866521
435	0.1418013917
436	0.1415955455
437	0.1413070836
438	0.1410368103
439	0.1408945752
440	0.1406022593
441	0.1403519247
442	0.1400107453
443	0.1397840166
444	0.1394663939
445	0.1393153889
446	0.1390696555
447	0.1387750291
448	0.1383574771
449	0.1380917559
450	0.1376783135
451	0.1374327276
452	0.1371045457
453	0.1370156377
454	0.1368210783
455	0.1367732569
456	0.136575748
457	0.136422757
458	0.1360275721
459	0.1358230335
460	0.1356659919
461	0.1354761615
462	0.1352304282
463	0.135045494
464	0.1348842346
465	0.1348306027
466	0.134542711
467	0.134332647
468	0.1341885636
469	0.1339117915
470	0.1336965168
471	0.1334267252
472	0.1332443965
473	0.1330836581
474	0.1327528609
475	0.1324322297
476	0.1320974016
477	0.1317604694
478	0.1315510248
479	0.1313347571
480	0.1312286534
481	0.1309598647
482	0.130684656
483	0.130530436
484	0.1303882992
485	0.1302082907
486	0.1298743769
487	0.129792066
488	0.1296136797
489	0.1294254814
490	0.1291100512
491	0.1289095534
492	0.1285933465
493	0.1284472967
494	0.1282456486
495	0.1280312882
496	0.12776773
497	0.1276327114
498	0.1274942614
499	0.1272298085
500	0.1270885468
501	0.126895059
502	0.1267705504
503	0.126573366
504	0.1264179466
505	0.1262532264
506	0.1260243642
507	0.1256862916
508	0.1255043462
509	0.1253771143
510	0.1252569022
511	0.1251263668
512	0.1249777607
513	0.1248887446
514	0.1247125213
515	0.1246297581
516	0.1242678337
517	0.1242173382
518	0.1239315308
519	0.1236990211
520	0.1235046387
521	0.1232973669
522	0.1230316064
523	0.1228420612
524	0.1226544921
525	0.1225604224
526	0.1224364644
527	0.1222233723
528	0.1221009677
529	0.1219625178
530	0.1215933869
531	0.1213884059
532	0.1210757777
533	0.1207495817
534	0.1205527315
535	0.1202856437
536	0.1200798467
537	0.1198251075
538	0.119629565
539	0.1193807936
540	0.1192990529
541	0.1191988483
542	0.1189970626
543	0.1187733522
544	0.1186355807
545	0.1184915759
546	0.1183355174
547	0.1181249324
548	0.1179246608
549	0.1178017154
550	0.1176852983
551	0.1175504468
552	0.1172421642
553	0.1171546228
554	0.1170391004
555	0.1168655907
556	0.1166937917
557	0.1164230268
558	0.116215932
559	0.1158569965
560	0.1156498919
561	0.115436495
562	0.1153023907
563	0.1152304816
564	0.1150595675
565	0.114902516
566	0.1147791577
567	0.1146344155
568	0.1144050716
569	0.1142595036
570	0.1140133179
571	0.1139537772
572	0.1137884868
573	0.1137718319
574	0.1134650142
575	0.1133031255
576	0.1131060885
577	0.1129385171
578	0.1127725188
579	0.1126632494
580	0.1125115168
581	0.1122421776
582	0.112040854
583	0.1119230801
584	0.1118128865
585	0.1116558154
586	0.1115006909
587	0.111383153
588	0.1111261623
589	0.1109498899
590	0.1108073992
591	0.1106824973
592	0.1104160682
593	0.1103190491
594	0.110134459
595	0.1099523957
596	0.109807978
597	0.109635766
598	0.1095615662
599	0.1094899423
600	0.1094184954
601	0.1092006054
602	0.1090170673
603	0.1088650104
604	0.1086983927
605	0.1085902932
606	0.1085135076
607	0.1083374908
608	0.1082232367
609	0.1081350562
610	0.1080442311
611	0.1079766775
612	0.1077134142
613	0.1075402486
614	0.1073503003
615	0.1071649925
616	0.1070420373
617	0.1068871488
618	0.1067137079
619	0.1065297569
620	0.1062423568
621	0.1060290386
622	0.1059654275
623	0.1058529136
624	0.1057329669
625	0.1056216132
626	0.1055547872
627	0.1054038805
628	0.1053021716
629	0.1051023621
630	0.104905856
631	0.1047380782
632	0.1045880858
633	0.1044783838
634	0.1043390294
635	0.1042044728
636	0.1041342352
637	0.1039906728
638	0.103831537
639	0.103618789
640	0.1035248471
641	0.1033660554
642	0.1032389513
643	0.1029688845
644	0.1027674528
645	0.1025806506
646	0.1025304499
647	0.1022733511
648	0.1021612698
649	0.1020157018
650	0.1018185763
651	0.1015977565
652	0.1013940241
653	0.1011311246
654	0.1010085824
655	0.1007688758
656	0.1006133679
657	0.1004955842
658	0.1003854201
659	0.1002613933
660	0.1001803801
661	0.09993263127
662	0.0996841352
663	0.09955766029
664	0.09950936701
665	0.09928191077
666	0.0991733492
667	0.0990638143
668	0.09876084082
669	0.09870576367
670	0.09860600147
671	0.09848379351
672	0.09836013047
673	0.09819170372
674	0.09805181838
675	0.09783259126
676	0.09770691272
677	0.09766739914
678	0.097504311
679	0.0973791732
680	0.09733340666
681	0.0971301069
682	0.09692364132
683	0.09673342754
684	0.09656045855
685	0.09651330574
686	0.09641751555
687	0.09627411046
688	0.09600584286
689	0.09590789952
690	0.09561001886
691	0.09547359427
692	0.09536044131
693	0.0952255603
694	0.09506091875
695	0.09481973746
696	0.09464772215
697	0.09461040104
698	0.09447224607
699	0.09434817993
700	0.09412098914
701	0.09397990433
702	0.09374373721
703	0.09368455041
704	0.09355102618
705	0.0934353563
706	0.09336731114
707	0.09321440864
708	0.09306159462
709	0.09294706522
710	0.09275072629
711	0.09251037086
712	0.09240431638
713	0.09227148036
714	0.09216342022
715	0.09202202079
716	0.09194145989
717	0.09190179884
718	0.09174713646
719	0.09153289402
720	0.09146291202
721	0.0912305301
722	0.0910827794
723	0.09098011685
724	0.09088781691
725	0.09076510754
726	0.09055208422
727	0.09043290443
728	0.09023280979
729	0.09016276881
730	0.09001795779
731	0.08981047955
732	0.08971554471
733	0.08969381667
734	0.08951305114
735	0.08935155574
736	0.08918739594
737	0.0890883023
738	0.08896880789
739	0.08877336364
740	0.08855854113
741	0.08842080893
742	0.08841058397
743	0.08828876928
744	0.08811728487
745	0.08790846952
746	0.0877701081
747	0.08757196997
748	0.08741829076
749	0.0872650933
750	0.08716113297
751	0.08700266573
752	0.08683879105
753	0.08665332598
754	0.0865542225
755	0.08653294671
756	0.08649802454
757	0.08630375026
758	0.08610336068
759	0.0858651584
760	0.08577206209
761	0.08557838755
762	0.08540314743
763	0.0853591801
764	0.08526963303
765	0.08521713178
766	0.08512832209
767	0.08503784101
768	0.08498663755
769	0.08481428795
770	0.08471262824
771	0.08450826665
772	0.08437694471
773	0.08425380274
774	0.08398358846
775	0.08391667396
776	0.08372461181
777	0.08356123855
778	0.08344998311
779	0.08332433406
780	0.08328397495
781	0.08319420175
782	0.0830853649
783	0.08301904029
784	0.08299312395
785	0.08293300314
786	0.08280518129
787	0.08272681285
788	0.0825986174
789	0.08249936645
790	0.08243004317
791	0.08232607792
792	0.08223011567
793	0.08218116367
794	0.08210150729
795	0.08192612953
796	0.08180015603
797	0.08175848931
798	0.08164133485
799	0.08160933268
800	0.08145060982
801	0.08123124014
802	0.08110434247
803	0.08106618567
804	0.08100910777
805	0.08095116959
806	0.08084813344
807	0.08074026009
808	0.08056713871
809	0.08037453583
810	0.08026620039
811	0.08015184304
812	0.08011497419
813	0.07997816617
814	0.07981205478
815	0.07974515502
816	0.0796853734
817	0.07958302547
818	0.07951983226
819	0.07940386251
820	0.0793188626
821	0.07914882345
822	0.07908005075
823	0.07898906334
824	0.07895113758
825	0.07883172674
826	0.07881195029
827	0.07879372725
828	0.07874205678
829	0.07866593489
830	0.07864914235
831	0.07847820361
832	0.07838270836
833	0.07824153507
834	0.07818500283
835	0.07794954359
836	0.07781893937
837	0.07772767175
838	0.07768668342
839	0.07755690506
840	0.07750844464
841	0.07739698272
842	0.0772975548
843	0.07716408956
844	0.07698264564
845	0.07675819299
846	0.0766982639
847	0.07657699978
848	0.07636571176
849	0.07626040449
850	0.0761036283
851	0.07603133585
852	0.07599325278
853	0.07592945492
854	0.07585780645
855	0.07580085636
856	0.07576226697
857	0.07565740212
858	0.0755867614
859	0.07540433431
860	0.07530053129
861	0.07509149964
862	0.0749823236
863	0.07489618321
864	0.07475948825
865	0.07472973263
866	0.07464307608
867	0.07452952985
868	0.07449045869
869	0.07438192663
870	0.07432114709
871	0.07424781249
872	0.07423811352
873	0.07411157962
874	0.07398894398
875	0.07387503398
876	0.07376267738
877	0.07364547376
878	0.07354981137
879	0.07345919265
880	0.07336941945
881	0.07324129282
882	0.07309989831
883	0.07294728092
884	0.07284629468
885	0.07270487559
886	0.07258195484
887	0.07244101259
888	0.07231403626
889	0.07224956493
890	0.07218296503
891	0.07210634664
892	0.07207060352
893	0.07203721017
894	0.07184973943
895	0.07172409038
896	0.07168442441
897	0.07158685959
898	0.07153631486
899	0.07143375554
900	0.0713106824
901	0.07126246777
902	0.07115991337
903	0.07112741962
904	0.07101514167
905	0.070857284
906	0.07072570152
907	0.07070159912
908	0.07062316678
909	0.07050210422
910	0.07040549308
911	0.07026507682
912	0.07022841935
913	0.07015869298
914	0.06998667766
915	0.06985101995
916	0.06971394647
917	0.06965552654
918	0.06962645423
919	0.06953231084
920	0.06935836851
921	0.06920796817
922	0.06911933545
923	0.06902751726
924	0.06897083754
925	0.06894346611
926	0.06875012585
927	0.06867611285
928	0.06857612944
929	0.06844046681
930	0.06837393574
931	0.06833393549
932	0.06831021161
933	0.06814566838
934	0.06804243068
935	0.06794666998
936	0.06778970699
937	0.06756649804
938	0.0675181556
939	0.06736747506
940	0.06728445132
941	0.06715503181
942	0.06713201582
943	0.06707538526
944	0.06697350925
945	0.06694927412
946	0.0668110405
947	0.06672564733
948	0.06670874173
949	0.06658393329
950	0.0665043064
951	0.06632930225
952	0.06630673851
953	0.06628246406
954	0.06618521386
955	0.06606218004
956	0.06602383151
957	0.06595201591
958	0.0658036409
959	0.06567122273
960	0.06560673665
961	0.06551267683
962	0.06531384065
963	0.06522461803
964	0.06519968485
965	0.06506711429
966	0.06499105139
967	0.06491476236
968	0.06488600465
969	0.06475272621
970	0.06459650059
971	0.06445582872
972	0.0644358163
973	0.06434791604
974	0.06433176257
975	0.06423990505
976	0.06421977957
977	0.0641217625
978	0.06402406987
979	0.06393313654
980	0.06390780518
981	0.06380588001
982	0.06375081269
983	0.0636928696
984	0.06362076396
985	0.06356801692
986	0.06354394893
987	0.0635120205
988	0.06337274964
989	0.06334377564
990	0.06325685363
991	0.06311449562
992	0.06300073801
993	0.06292403113
994	0.06285310529
995	0.06276523452
996	0.06269006631
997	0.06265100007
998	0.06256920529
999	0.06256650158
